Ashton,SA,-34.9396482,138.7377566
Ashtonfield,,-32.7816667,151.6011111
Ashwood,VIC,-37.866672,145.1022346
Aspendale Gardens,VIC,-38.0221438,145.11984
Aspendale,VIC,-38.0219105,145.1024159
Asquith,,-33.6871935,151.1110257
Attadale,WA,-32.0240443,115.8035193
Attwood,VIC,-37.6670148,144.884862
Atwell,WA,-32.1484601,115.8659034
Aubin Grove,WA,-32.1653561,115.8644764
Auburn,SA,-34.026398,138.6859174
Augusta,WA,-34.3156059,115.1605864
Auldana,SA,-34.9180046,138.6868888
Aurville,,-34.545677,148.3646237
Austinmer,,-34.3062151,150.9342132
Austral Eden,,-31.0316667,152.9344444
Austral,,-33.9282672,150.8082824
Australind,WA,-33.2807362,115.7204483
Avalon Beach,,-33.6365039,151.3290299
Avoca Beach,,-33.465,151.4344444
Avoca,,-34.615,150.4844444
Avon,,-34.4252778,150.6758333
Avondale,,-34.5230556,150.7327778
Awaba,,-33.008918,151.5433711
Aylmerton,,-34.4185998,150.4953005
Baan Baa,,-30.5983333,149.9511111
Babinda,,-31.9272222,146.513889
Backmede,,-28.7483333,153.0177778
Badgerys Creek,,-33.8816671,150.7441627
Badgingarra,WA,-30.3903774,115.5021644
Bairnsdale,VIC,-37.8254509,147.6304752
Bakers Hill,WA,-31.7478262,116.4587992
Bakery Hill,VIC,-37.5635326,143.86575
Balaklava,SA,-34.1448045,138.4161903
Balcatta,WA,-31.8709062,115.8198022
Baldivis,WA,-32.3299121,115.8218124
Balga,WA,-31.8568272,115.8388865
Balgo,WA,-20.1426448,127.9846602
Balgowlah Heights,,-33.807495,151.2649923
Balgowlah,,-33.7944424,151.2608261
Balgownie,,-34.3864521,150.8713327
Balhannah,SA,-34.9915486,138.828005
Balickera,,-32.6483333,151.8094444
Balingup,WA,-33.7860758,115.9831595
Ballajura,WA,-31.8380114,115.8927134
Ballan,VIC,-37.599505,144.2267258
Ballandean,Qld,-28.7988456,151.84266
Ballarat Central,VIC,-37.5627279,143.8501516
Ballarat East,VIC,-37.5592093,143.8744032
Ballarat North,VIC,-37.539286,143.8659668
Ballarat,VIC,-37.5622632,143.8607215
Ballidu,WA,-30.5944383,116.7723858
Ballimore,,-32.1953006,148.8969006
Balmoral,,-33.0460986,151.5802626
Balmoral,,-34.3057922,150.5228239
Balmoral,NSW,-33.8316667,151.2511111
Balnarring Beach,VIC,-38.3912033,145.1200713
Balranald,,-34.640863,143.5657748
Balwyn North,VIC,-37.7919518,145.0842372
Balwyn,VIC,-37.8091737,145.0833678
Bamaga,QLD,-10.8884267,142.3920741
Bamarang,,-34.8983333,150.5177778
Bandy Creek,WA,-33.8279106,121.9261265
Bangalee,,-34.8448458,150.5646369
Bangalow,,-28.6816667,153.5177778
Bangholme,VIC,-38.0483919,145.1720859
Bangor,,-34.0155034,151.0334872
Banjup,WA,-32.1565753,115.8878241
Banksia Grove,WA,-31.6954676,115.8034438
Banksmeadow,,-33.9542459,151.2157073
Bannockburn,VIC,-38.0470559,144.1741939
Bantry Bay,,-33.7584429,151.2304111
Banyule,VIC,-37.7470917,145.0812596
Bar Beach,,-32.938888,151.7683089
Bar Point,,-33.5145852,151.1637781
Baradine,,-30.9476609,149.0677138
Barden Ridge,,-34.0311727,151.0105268
Bardwell Park,,-33.9355556,151.1238889
Bardwell Valley,,-33.937452,151.1304335
Barellan,,-34.2873964,146.5739571
Bargo,,-34.293747,150.5817842
Baringhup,VIC,-36.9822648,143.9709534
Barmedman,,-34.1458636,147.3861406
Barnsley,,-32.9316667,151.5844444
Barooga,,-35.9099302,145.694991
Barra Brui,,-33.7483333,151.1677778
Barrack Heights,,-34.5652021,150.8507363
Barrack Point,,-34.5629397,150.869533
Barren Grounds,,-34.6816667,150.7177778
Barringella,,-34.9125,150.4577778
Barry,,-33.6483333,149.2677778
Basin View,,-35.0920355,150.5650909
Bass Hill,,-33.8986251,150.9974484
Batchelor,NT,-13.0468045,131.0283583
Bateau Bay,,-33.3816667,151.4844444
Batesford,VIC,-38.0908082,144.2831315
Bathurst,,-33.419295,149.5774657
Bathurst,NSW,-33.4166378,149.5804943
Batlow,,-35.5241507,148.1510821
Battery Point,TAS,-42.8882106,147.3333818
Bawley Point,,-35.5073514,150.3923394
Baxter,VIC,-38.2010079,145.1568582
Bayldon,,-30.3483333,153.0844444
Bayonet Head,WA,-34.9781992,117.9318503
Bayswater North,VIC,-37.8269747,145.2836847
Bayswater,VIC,-37.8454443,145.2647667
Bayswater,WA,-31.917128,115.9156202
Bayview,,-33.6576847,151.2866735
Beachlands,WA,-28.7823508,114.6034249
Beachport,SA,-37.4818511,140.0106789
Beacon Cove,VIC,-37.8402499,144.9312003
Beacon Hill,,-33.751787,151.2600828
Beacon,WA,-30.4493589,117.8669328
Beaconsfield,,-33.9114691,151.200315
Beaconsfield,VIC,-38.0403488,145.3831468
Beaconsfield,WA,-32.0690222,115.7680626
Beagle Bay,WA,-16.9837386,122.6644506
Bealiba,VIC,-36.7892,143.5481415
Beaumaris,VIC,-37.9822122,145.0389098
Beaumont Hills,,-33.6997222,150.9405556
Beaumont,,-34.7816667,150.5677778
Beckenham,WA,-32.0215834,115.9648379
Bedford Park,SA,-35.0233978,138.5698409
Bedford,WA,-31.9101207,115.8915315
Bedfordale,WA,-32.179239,116.0652304
Beeac,VIC,-38.1945621,143.6396332
Beechboro,WA,-31.8695832,115.9374824
Beechworth,,-36.3594895,146.6870123
Beecroft,,-33.7497631,151.0657475
Beeliar,WA,-32.1410864,115.8243772
Beerwah,QLD,-26.8580257,152.9569066
Bejoording,WA,-31.3860972,116.5334385
Belbora,,-31.9733333,152.1511111
Belgrave Heights,VIC,-37.9266116,145.3525247
Belgrave South,VIC,-37.9424023,145.3573383
Belgrave,VIC,-37.912056,145.3552263
Belhus,WA,-31.7835894,116.0079253
Bell Bay,TAS,-41.131424,146.8657946
Bell Park,VIC,-38.1077279,144.338362
Bell Post Hill,VIC,-38.097295,144.3235644
Bell,,-33.5033574,150.2797612
Bell,QLD,-26.92752,151.4494868
Bella Vista,NSW,-33.7416936,150.9547183
Bellambi,,-34.3680556,150.9183333
Bellawongarah,,-34.7592151,150.6149612
Bellbird,,-32.8549975,151.3183296
Bellbrae,VIC,-38.3308213,144.2620821
Bellbrook,,-30.8183573,152.5092147
Bellevue Hill,,-33.8797123,151.2561988
Bellevue,WA,-31.9015253,116.0288929
Bellfield,VIC,-37.7531065,145.0384784
Bellimbopinni,,-30.9983333,152.9011111
Belmont North,,-33.0154318,151.6740434
Belmont South,,-33.0533333,151.6602778
Belmont,VIC,-38.1785947,144.3421337
Belmont,WA,-31.9507536,115.9333294
Belmore,,-33.9194073,151.0878936
Belrose,,-33.730009,151.2191438
Ben Bullen,,-33.215,150.0177778
Ben Venue,,-30.4991402,151.6785603
Benalla,VIC,-36.548971,145.9883521
Benambra,,-36.9548032,147.7019731
Bencubbin,WA,-30.8112399,117.8604874
Bendalong,,-35.2458781,150.5320973
Bendemeer,,-30.8825826,151.1557903
Bendigo,VIC,-36.7588767,144.2825931
Bennetts Green,,-32.997385,151.6969835
Bensville,NSW,-33.4983333,151.3844444
Bentleigh East,VIC,-37.9220201,145.0665529
Beresfield,,-32.8007131,151.6576605
Beresford,WA,-28.75306,114.6194
Berkeley Vale,,-33.34,151.4344444
Berkshire Park,,-33.6816667,150.7844444
Bermagui,,-36.4278621,150.0773955
Berowra Heights,,-33.6095775,151.1373221
Berowra Waters,,-33.5994177,151.1229517
Berrara,,-35.2054766,150.5501766
Berridale,,-36.3652063,148.8266015
Berrigan,,-35.6565836,145.8093489
Berriwillock,VIC,-35.6346106,142.9925103
Berry Mountain,,-34.765,150.6511111
Berry Park,,-32.74,151.6566667
Bertram,WA,-32.2452415,115.844506
Berwick,VIC,-38.0403826,145.3481493
Bethany,SA,-34.5418521,138.9838397
Bethungra,,-34.7618007,147.8565234
Beulah Park,SA,-34.9176726,138.6452299
Beverley Park,,-33.9787995,151.1316285
Beverley,SA,-34.8952647,138.5463394
Beverley,WA,-32.1076853,116.9256264
Beverly Hills,,-33.9497444,151.0817342
Bewong,,-35.0816667,150.5344444
Bexley North,,-33.9425365,151.1152081
Bexley,,-33.9523543,151.1181427
Bibra Lake,WA,-32.0942686,115.8348102
Bicheno,TAS,-41.8748974,148.3038105
Bickley,WA,-32.0007909,116.1015523
Bickley,WA,-32.0007909,116.1015523
Bidwill,,-33.7319476,150.823408
Big Springs,,-35.315,147.4177778
Bigga,,-34.084326,149.1506588
Biggenden,QLD,-25.5105,152.0458009
Bilambil Heights,,-28.2103755,153.4866586
Bilambil,,-28.2245935,153.4659475
Bilgola Beach,,-33.6443165,151.324484
Billinudgel,,-28.5038511,153.5263608
Binalong,,-34.6716667,148.6580556
Binda,,-34.3294985,149.3659183
Bindoon,WA,-31.3854374,116.096872
Binnaway,,-31.5514474,149.3798683
Binningup,WA,-33.1491325,115.6972499
Birchip,VIC,-35.9827621,142.9159408
Birdwood,SA,-34.8187997,138.9638545
Birmingham Gardens,,-32.8927778,151.69
Birrong,,-33.8918622,151.0201957
Bittern,VIC,-38.3375798,145.1773289
Black Forest,SA,-34.9602768,138.576661
Black Head,,-32.0708319,152.543087
Black Hill,VIC,-37.5501065,143.8743782
Blackall,QLD,-24.4231685,145.4648487
Blackalls Park,,-33.0011111,151.5872222
Blackburn North,VIC,-37.8053801,145.154324
Blackburn South,VIC,-37.8388322,145.1487848
Blackburn,VIC,-37.8217009,145.152276
Blackbutt,QLD,-26.8830029,152.1031034
Blackett,,-33.7372232,150.815
Blackheath,NSW,-33.6338889,150.2847222
Blackmans Flat,,-33.335,150.0705556
Blacksmiths,,-33.0733333,151.6566667
Blackwall,NSW,-33.5042284,151.329384
Blackwood,VIC,-37.4711829,144.3064691
Blair Athol,,-34.0627778,150.7997222
Blair Athol,SA,-34.8592373,138.5965433
Blairgowrie,VIC,-38.3687445,144.7722682
Blairmount,,-34.0483333,150.7927778
Blakehurst,,-33.9898519,151.1085596
Blakes Crossing,SA,-34.6784301,138.7010705
Blakeview,SA,-34.6756176,138.710052
Blanchetown,SA,-34.3517492,139.6117093
Blaxlands Ridge,,-33.4705485,150.80834
Bletchington,,-33.2649829,149.1010936
Bligh Park,,-33.6383333,150.7980556
Blind Bight,VIC,-38.2142175,145.3377629
Bloomfield,,-33.3148084,149.0985609
Blue Bay,,-33.3525,151.5011111
Blue Haven,,-33.2108061,151.5041066
Blueys Beach,,-32.3491667,152.5316667
Bluff Point,WA,-28.7354933,114.6230666
Boambee,,-30.3316667,153.0844444
Bobin,,-31.715,152.2844444
Bobs Farm,,-32.765,152.0177778
Boddington,WA,-32.8023099,116.475076
Bogan Gate,,-33.1057279,147.8034056
Bogangar,,-28.3300852,153.5591381
Bogee,,-32.965,150.1011111
Boggabilla,,-28.6046049,150.3595723
Bohnock,,-31.9483333,152.5677778
Bolgart,WA,-31.2744769,116.5116354
Bolivar,SA,-34.7715623,138.5722034
Bolton Point,,-33.0025,151.615
Bolwarra Heights,,-32.6983333,151.5844444
Bolwarra,,-32.7150027,151.5649985
Bombala,,-36.9113175,149.2389375
Bombo,,-34.655184,150.8533278
Bomen,,-35.0816667,147.4177778
Bona Vista,,-30.5266667,151.6330556
Bonalbo,,-28.7316667,152.6177778
Bonbeach,VIC,-38.0630635,145.1276225
Bondi,,-33.8930556,151.2633333
Bonnet Hill,TAS,-42.9717416,147.3328762
Bonnie Doon,VIC,-37.0243404,145.8577689
Bonnyrigg Heights,,-33.8912101,150.8695795
Bonnyrigg,,-33.8936698,150.888281
Bonshaw,,-29.0469575,151.2769952
Bonville,,-30.3736047,153.0362409
Booborowie,SA,-33.5625526,138.7595535
Book Book,,-35.365,147.5511111
Booker Bay,NSW,-33.5138889,151.3475
Bookham,NSW,-34.8162273,148.6385531
Boolaroo,,-32.9466667,151.6277778
Boolijah,,-35.0586111,150.3322222
Boomerang Beach,,-32.3406636,152.5412471
Boomi Creek,,-28.4669444,152.5988889
Boomi,,-28.7238813,149.5790232
Boonah,QLD,-27.9968966,152.6819604
Booragoon,WA,-32.0389158,115.8303662
Booragul,,-32.9747222,151.6105556
Booral,,-32.4667149,151.9602225
Boorooma,,-35.0694062,147.3617654
Boort,VIC,-36.1177895,143.7222634
Bootawa,,-31.9316667,152.3677778
Bootooloo,QLD,-20.0466594,148.2060131
Borambola,,-35.165,147.6344444
Boree Creek,,-35.1080795,146.6080875
Borenore,,-33.2439587,148.9749187
Boronia,VIC,-37.8563043,145.2859658
Bossley Park,,-33.8622222,150.8844444
Bostobrick,,-30.276033,152.628981
Botanic Ridge,VIC,-38.1413786,145.2566183
Botany,,-33.947829,151.1990644
Bottle Creek,,-28.7886111,152.6519444
Bouddi,,-33.5175,151.3994444
Boundary Bend,VIC,-34.7168454,143.1513403
Bourkelands,,-35.1561111,147.3477778
Bow Bowing,,-34.0161463,150.8405606
Bowden,SA,-34.9028963,138.5799792
Bowelling,WA,-33.4210397,116.4845933
Bowen Mountain,,-33.5735614,150.6256438
Bowen,,-33.2811855,149.1176743
Bowenfels,,-33.4816667,150.1344444
Bowling Alley Point,,-31.3983333,151.1344444
Bowral,,-34.4816626,150.4177868
Bowraville,,-30.6483472,152.85475
Box Head,,-33.5355173,151.3455457
Box Hill North,VIC,-37.8056831,145.1295748
Box Hill South,VIC,-37.8366236,145.1233644
Box Hill,,-33.6425,150.8988889
Box Hill,VIC,-37.8215116,145.1261267
Boya,WA,-31.9181116,116.0566352
Boyanup,WA,-33.4843551,115.7289103
Boyup Brook,WA,-33.8321176,116.3853069
Brabham,WA,-31.8283583,115.9764153
Bradbury,,-34.0816667,150.8177778
Bradbury,,-35.060311,138.7246899
Bradfordville,,-34.725919,149.7410725
Braeside,VIC,-38.0005245,145.1229578
Branxton,,-32.6607524,151.3500625
Braybrook,VIC,-37.7867076,144.8548451
Breakfast Point,,-33.8422769,151.1111054
Breakwater,VIC,-38.1823897,144.3735473
Bream Beach,,-35.1097085,150.6588798
Bremer Bay,WA,-34.3933927,119.3766032
Brentwood,WA,-32.0411052,115.8484287
Brewarrina,,-29.9627232,146.860591
Brewongle,,-33.4866798,149.7153016
Briar Hill,VIC,-37.7063703,145.1216479
Bribbaree,,-34.1187833,147.8796921
Bridgetown,WA,-33.9575702,116.1374676
Bridgewater,SA,-35.0093879,138.7623775
Bridgewater,TAS,-42.7347704,147.2362804
Brierfield,,-30.4983333,152.9011111
Brigalow,QLD,-26.8415264,150.7911363
Briggsvale,,-30.2492892,152.7809388
Bright,VIC,-36.7285335,146.9607724
Brighton,SA,-35.0184242,138.5223596
Brighton,TAS,-42.6994575,147.2525702
Brimbin,,-31.84,152.4511111
Brisbane,QLD,-27.4689682,153.0234991
Broadford,,-37.2019939,145.0504004
Broadmeadow,,-32.9225,151.7302778
Broadmeadows,VIC,-37.6832769,144.9323037
Broadwater,,-29.0139764,153.432098
Brocklesby,,-35.8234151,146.6820708
Brogans Creek,,-32.9816667,149.9677778
Broke,,-32.7477265,151.102302
Broken Hill,NSW,-31.965,141.4511111
Brompton,SA,-34.8983219,138.5756758
Bronte,,-33.9042128,151.2637774
Brookdale,,-35.1077778,147.0119444
Brookdale,WA,-32.1660529,116.0023809
Brookfield,VIC,-37.6993389,144.5405513
Brooklana,,-30.265,152.8511111
Brooklyn Park,SA,-34.9301049,138.5447587
Brooklyn,TAS,-41.0724719,145.9084126
Brooklyn,VIC,-37.8160898,144.8414748
Brookton,WA,-32.3688401,117.0102207
Brookvale,,-33.7628854,151.2707024
Brooman,,-35.465,150.2344444
Broome,WA,-17.9566909,122.2240181
Broomehill,WA,-33.8462919,117.640576
Brooms Head,,-29.6094941,153.3368999
Broughton Vale,,-34.7316667,150.7177778
Broughton Village,,-34.7455564,150.75277
Brown Hill,VIC,-37.5526412,143.9012218
Brownlow Hill,,-34.0316709,150.6511051
Browns Mountain,,-34.8002778,150.5230556
Browns River,TAS,-42.9691667,147.3151951
Brownsville,,-34.4825,150.8108333
Bruce Rock,WA,-31.8768806,118.1483367
Brucedale,,-35.0316667,147.4177778
Brungle,,-35.1483333,148.2344444
Brunswick East,VIC,-37.7688802,144.9776825
Brunswick Heads,,-28.538885,153.5483811
Brunswick Junction,WA,-33.2559469,115.840406
Brunswick West,VIC,-37.7633334,144.9425563
Brunswick,VIC,-37.7664715,144.9613103
Buangla,,-34.8483333,150.3927778
Bucca Wauka,,-32.0983333,152.1511111
Bucca,,-30.1469444,153.0941667
Budderoo,,-34.6694688,150.6693249
Budgewoi Peninsula,,-33.215,151.5844444
Budgong,,-34.8208333,150.4536111
Buff Point,,-33.2316667,151.5344444
Bulahdelah,,-32.4128925,152.2075678
Bulee,,-34.9991667,150.1305556
Bulga Forest,,-31.5483333,152.2677778
Bull Creek,WA,-32.055325,115.8617315
Bulla,VIC,-37.6347957,144.8027227
Bulleen,VIC,-37.7688992,145.0871992
Bullfinch,WA,-30.9848055,119.1118086
Bulli,,-34.3329033,150.9125015
Bullsbrook,WA,-31.6637374,116.0272659
Bumbaldry,,-33.9084669,148.4393153
Bunbury,WA,-33.3267797,115.636698
Bundabah,,-32.6645786,152.0650378
Bundaberg,QLD,-24.8653253,152.3516785
Bundagen,,-30.427291,153.0636665
Bundanoon,NSW,-34.6562378,150.2997158
Bundarra,,-30.1697551,151.0739435
Bundewallah,,-34.7505556,150.6655556
Bundgeam,,-28.4316667,152.8844444
Bundoora,VIC,-37.6982468,145.0596757
Bungalow Park,,-35.3812315,150.4379849
Bungaroo,,-33.7316667,151.1844444
Buninyong,VIC,-37.6502675,143.8839672
Buntine,WA,-29.9860321,116.5706311
Bunyah,,-32.1646935,152.219479
Burcher,,-33.515,147.2511111
Burekup,WA,-33.3106486,115.8105306
Burketown,QLD,-17.7400597,139.5465396
Burnie,TAS,-41.0523688,145.9064073
Burnley,VIC,-37.8296132,145.0175294
Burns Beach,WA,-31.7282352,115.7199225
Burnside Heights,VIC,-37.7324225,144.7555804
Burnside,VIC,-37.749374,144.753027
Burnt Bridge,,-31.1077778,152.8061111
Buronga,,-34.1692396,142.1813037
Burpengary,QLD,-27.1566105,152.9696319
Burra,SA,-33.6713629,138.9300733
Burracoppin,WA,-31.3965914,118.4793284
Burrandana,,-35.415,147.3344444
Burrapine,,-30.7227778,152.6436111
Burrawang,,-34.5934823,150.517518
Burrell Creek,,-31.9483333,152.2844444
Burrier,,-34.8724498,150.4600291
Burringbar,,-28.4333458,153.4724861
Burrumbuttock,,-35.8342848,146.8060099
Burswood,WA,-31.96267,115.8954
Burwood East,VIC,-37.8535935,145.150423
Burwood Heights,,-33.8894444,151.1038889
Burwood,,-33.8784753,151.104049
Burwood,VIC,-37.849578,145.1113915
Busby,,-33.915,150.8844444
Bushells Ridge,,-33.1983333,151.4677778
Bushy Park,TAS,-42.7091116,146.8969945
Busselton,WA,-33.644499,115.3488754
Bute,SA,-33.8658284,138.007185
Butler,WA,-31.6451205,115.705196
Buttaba,,-33.0511111,151.5844444
Butterwick,,-32.6483333,151.6344444
Buxton,NSW,-34.2549293,150.5344846
Buxton,VIC,-37.4238479,145.7092641
Byford,WA,-32.2160061,116.01467
Byron Bay,,-28.6483333,153.6177778
Cabarita Beach,,-28.3291667,153.569771
Cabarita,,-33.8475029,151.1158878
Cabbage Tree Island,,-31.9469444,152.5886111
Cabramatta West,,-33.8916949,150.914639
Cabramatta,,-33.8983188,150.9344502
Cabramurra,,-35.9361681,148.3808612
Caddens,,-33.773603,150.7288643
Cadoux,WA,-30.7699497,117.1357205
Caffreys Flat,,-31.7983333,152.0761111
Cairnlea,VIC,-37.7593157,144.7878098
Cairns,QLD,-16.9206657,145.7721854
Calare,,-33.2820106,149.0835137
Calder Park,VIC,-37.6762639,144.7611396
Calderwood,,-34.5566667,150.7427778
Calga,,-33.4316667,151.2177778
Calingiri,WA,-31.0893261,116.4490693
Calista,,-32.2471289,115.8074271
Callaghan,,-32.8892352,151.6998983
Camberwell,VIC,-37.8384623,145.0740767
Cambrai,SA,-34.6538488,139.2821029
Cambridge Gardens,,-33.7377967,150.7205556
Cambridge Park,,-33.7501365,150.7269025
Camden Park,,-34.09,150.7177778
Camden Park,SA,-34.967136,138.5414065
Camellia,,-33.8197799,151.0346488
Cameron Park,,-32.9044444,151.6091667
Campania,TAS,-42.6646004,147.4206797
Campbell Town,TAS,-41.9284173,147.4958801
Campbellfield,VIC,-37.6641298,144.959583
Camperdown,VIC,-38.2318682,143.1465837
Campvale,,-32.7733333,151.8511111
Cams Wharf,NSW,-33.1261111,151.615
Canada Bay,,-33.8646692,151.1151554
Canadian,VIC,-37.5822184,143.8825536
Canbelego,,-31.5569658,146.3208879
Canberra,ACT,-35.2975906,149.1012676
Candelo,,-36.7655731,149.6946357
Canley Heights,,-33.8816667,150.9261111
Canley Vale,,-33.8871356,150.9462342
Canning Mills,WA,-32.069164,116.1039242
Cannington,WA,-32.0200315,115.9429164
Cannons Creek,VIC,-38.2114954,145.3112899
Canobolas,,-33.2983333,149.0511111
Canoelands,,-33.4990952,151.0807415
Canowindra,,-33.5628557,148.6610118
Canterbury,,-33.9130231,151.1170149
Canterbury,VIC,-37.8243448,145.0757933
Canton Beach,,-33.2733333,151.5483333
Canungra,QLD,-28.0171019,153.165254
Capalaba,QLD,-27.522037,153.1918063
Caparra,,-31.7316667,152.2511111
Cape Tribulation,QLD,-16.0887845,145.4622111
Cape Woolamai,VIC,-38.5312595,145.3357662
Capeen,,-28.5816667,152.6677778
Capel Sound,VIC,-38.3737241,144.8755654
Capel,WA,-33.55125,115.5615253
Capertee,,-33.1483333,149.9844444
Captains Flat,,-35.5885042,149.4495633
Carabooda,WA,-31.59517,115.7129
Caramut,VIC,-37.9567084,142.5188937
Caravan Head,NSW,-33.9983333,151.0844444
Carcoar,,-33.6104297,149.1409826
Cardiff Heights,,-32.93466,151.6746817
Cardiff South,,-32.9525,151.6622222
Cardiff,,-32.9430556,151.6552778
Cardiff,WA,-33.428765,116.2073933
Cardigan Village,VIC,-37.51617,143.7084408
Cardup,WA,-32.2543603,115.9853125
Carey Bay,,-33.0288889,151.6094444
Carinda,,-30.4629831,147.6902999
Carindale,QLD,-27.5032764,153.1040678
Caringbah South,,-34.0554491,151.1205937
Carisbrook,VIC,-37.048901,143.8143583
Carlingford,,-33.7744947,151.0475215
Carlisle,WA,-31.9781921,115.9170981
Carlton North,VIC,-37.7845585,144.9728553
Carlton,,-33.9707904,151.1213704
Carlton,VIC,-37.8004228,144.9684343
Carmel,WA,-32.0217696,116.0830987
Carnamah,WA,-29.6890002,115.8849304
Carnarvon,WA,-24.8826131,113.6576486
Carnegie,VIC,-37.8933729,145.0559135
Caroline Springs,VIC,-37.7345608,144.7371975
Carramar,,-33.8838889,150.9636111
Carramar,WA,-31.7007986,115.7834881
Carrington,,-32.6661111,152.0147222
Carrington,,-32.9126582,151.766147
Carrum Downs,VIC,-38.0927904,145.1758001
Carrum,VIC,-38.0767264,145.1280098
Carss Park,,-33.9869843,151.1169446
Cartwright,,-33.9250864,150.8913549
Cartwrights Hill,,-35.0747222,147.3911111
Cascade,WA,-33.4699337,121.0728764
Casino,,-28.8631616,153.048155
Castle Hill,,-33.7315318,151.0071718
Castlecrag,,-33.8003455,151.2197795
Castlereagh,,-33.6647962,150.6844521
Castletown,WA,-33.8301214,121.8981963
Casula,,-33.9522222,150.8952778
Cataby,WA,-30.735616,115.5385727
Catalina Heights,,-35.7149881,150.1844344
Cataract,,-34.2933333,150.825
Catherine Hill Bay,NSW,-33.1556323,151.6273518
